1;1;1;1;land;false;plains;1
1;231;81;119;land;false;desert;1
2;1;1;55;land;false;forest;1
3;1;1;215;land;false;forest;1
4;1;1;232;land;true;plains;1
5;1;2;241;land;false;plains;1
6;1;3;21;land;false;forest;1
7;1;3;171;land;false;forest;1
8;1;3;225;land;false;hills;1
9;1;4;248;land;false;plains;1
11;1;6;85;land;false;forest;1
11;1;6;135;land;false;forest;1
12;1;6;191;land;false;plains;1
13;1;8;244;land;false;plains;1
14;1;9;155;land;true;plains;1
15;1;9;211;land;false;forest;1
16;1;11;232;land;true;plains;1
17;1;12;15;land;false;plains;1
18;1;12;165;land;false;forest;1
19;1;12;241;land;false;plains;1
21;1;14;248;land;false;plains;1
21;1;15;81;land;true;mountain;1
22;1;15;131;land;true;mountain;1
23;1;15;185;land;false;plains;1
24;1;15;236;land;true;plains;1
25;1;17;244;land;false;plains;1
26;1;18;45;land;false;forest;1
27;1;18;151;land;false;hills;1
28;1;19;241;land;true;plains;1
29;1;21;248;land;false;plains;1
31;1;21;11;land;false;forest;1
31;1;21;65;land;false;forest;1
32;1;21;215;land;false;forest;1
33;1;22;236;land;false;plains;1
34;1;23;244;land;true;plains;1
35;1;24;31;land;false;plains;1
36;1;24;75;land;false;marsh;1
37;1;24;181;land;false;forest;1
38;1;27;41;land;true;mountain;1
39;1;27;95;land;false;forest;1
41;1;27;145;land;false;forest;1
41;1;27;248;land;false;plains;1
42;1;28;236;land;false;plains;1
43;1;29;244;land;false;plains;1
44;1;31;5;land;true;mountain;1
45;1;31;61;land;false;forest;1
46;1;31;211;land;false;forest;1
47;1;31;232;land;false;plains;1
48;1;32;241;land;true;plains;1
49;1;33;25;land;false;forest;1
51;1;33;248;land;false;plains;1
51;1;34;236;land;false;plains;1
52;1;36;91;land;false;plains;1
53;1;36;195;land;true;plains;1
54;1;36;244;land;false;plains;1
55;1;37;232;land;false;plains;1
56;1;38;241;land;false;plains;1
57;1;39;55;land;false;forest;1
58;1;39;215;land;false;mountain;1
59;1;39;248;land;false;plains;1
61;1;42;21;land;false;forest;1
61;1;42;171;land;false;forest;1
62;1;42;225;land;false;forest;1
63;1;45;85;land;false;forest;1
64;1;45;135;land;true;plains;1
65;1;45;191;land;true;mountain;1
66;1;48;51;land;true;plains;1
67;1;48;155;land;false;plains;1
68;1;51;15;land;true;plains;1
69;1;51;71;land;false;forest;1
71;1;51;221;land;false;forest;1
71;1;54;35;land;false;forest;1
72;1;54;185;land;false;forest;1
73;1;57;1;land;false;plains;1
74;1;57;45;land;false;forest;1
75;1;57;151;land;false;forest;1
76;1;61;11;land;false;hills;1
77;1;61;65;land;false;forest;1
78;1;61;215;land;false;desert;1
79;1;63;31;land;false;forest;1
81;1;63;181;land;false;forest;1
81;1;66;95;land;false;forest;1
82;1;66;145;land;false;forest;1
83;1;66;211;land;true;plains;1
84;1;69;61;land;false;plains;1
85;1;69;165;land;false;forest;1
86;1;69;211;land;true;forest;1
87;1;72;25;land;false;forest;1
88;1;72;131;land;false;forest;1
89;1;72;175;land;false;forest;1
91;1;75;91;land;false;forest;1
91;1;75;141;land;true;mountain;1
92;1;78;55;land;false;forest;1
93;1;78;161;land;false;plains;1
94;1;81;21;land;true;forest;1
95;1;81;75;land;false;marsh;1
96;1;81;225;land;false;marsh;1
97;1;84;41;land;false;forest;1
98;1;84;85;land;true;forest;1
99;1;84;191;land;false;forest;1
111;1;87;5;land;false;forest;1
111;1;87;51;land;false;forest;1
112;1;87;155;land;false;mountain;1
113;1;91;15;land;false;forest;1
114;1;91;71;land;true;plains;1
115;1;91;221;land;true;forest;1
116;1;93;35;land;false;forest;1
117;1;93;185;land;true;hills;1
118;1;96;1;land;false;forest;1
119;1;96;151;land;false;forest;1
111;1;96;215;land;false;forest;1
111;1;99;65;land;false;mountain;1
112;1;99;171;land;false;forest;1
113;1;112;31;land;false;forest;1
114;1;112;135;land;false;forest;1
115;1;115;95;land;false;mountain;1
116;1;115;145;land;true;plains;1
117;1;115;211;land;false;forest;1
118;1;118;61;land;false;forest;1
119;1;118;165;land;false;plains;1
121;1;111;25;land;false;forest;1
121;1;111;81;land;false;urban;1
122;1;111;131;land;true;hills;1
123;1;114;45;land;false;plains;1
124;1;114;91;land;false;forest;1
125;1;114;195;land;false;forest;1
126;1;117;11;land;true;forest;1
127;1;117;55;land;false;forest;1
128;1;121;21;land;false;hills;1
129;1;121;75;land;false;forest;1
131;1;121;225;land;true;forest;1
131;1;123;41;land;true;mountain;1
132;1;123;191;land;false;forest;1
133;1;126;5;land;false;forest;1
134;1;126;155;land;false;forest;1
135;1;126;211;land;false;plains;1
136;1;129;71;land;false;forest;1
137;1;129;175;land;true;plains;1
138;1;129;221;land;false;plains;1
139;1;132;35;land;false;forest;1
141;1;132;185;land;false;plains;1
141;1;135;1;land;false;forest;1
142;1;135;151;land;false;plains;1
143;1;135;215;land;false;forest;1
144;1;138;171;land;false;forest;1
145;1;141;31;land;false;forest;1
146;1;141;85;land;false;plains;1
147;1;144;51;land;false;forest;1
148;1;144;95;land;false;forest;1
149;1;144;211;land;false;plains;1
151;1;147;15;land;false;forest;1
151;1;147;61;land;false;forest;1
152;1;147;165;land;false;forest;1
153;1;151;25;land;true;plains;1
154;1;151;81;land;false;forest;1
155;1;151;131;land;false;forest;1
156;1;153;45;land;false;plains;1
157;1;153;195;land;false;forest;1
158;1;156;161;land;true;plains;1
159;1;156;215;land;false;mountain;1
161;1;159;75;land;false;forest;1
161;1;159;181;land;true;plains;1
162;1;159;225;land;false;forest;1
163;1;162;41;land;false;forest;1
164;1;162;145;land;false;forest;1
165;1;162;191;land;false;forest;1
166;1;165;5;land;false;forest;1
167;1;165;155;land;false;forest;1
168;1;168;71;land;false;mountain;1
169;1;168;175;land;true;plains;1
171;1;171;35;land;false;forest;1
171;1;171;91;land;true;forest;1
172;1;171;141;land;false;forest;1
173;1;174;1;land;false;mountain;1
174;1;174;215;land;false;forest;1
175;1;177;21;land;false;plains;1
176;1;177;65;land;false;marsh;1
177;1;177;171;land;true;plains;1
178;1;181;31;land;false;mountain;1
179;1;181;85;land;false;forest;1
181;1;181;135;land;false;plains;1
181;1;183;51;land;false;forest;1
182;1;183;211;land;true;forest;1
183;1;186;15;land;false;forest;1
184;1;186;165;land;false;forest;1
185;1;186;221;land;true;forest;1
186;1;189;81;land;false;forest;1
187;1;189;185;land;false;forest;1
188;1;192;45;land;true;mountain;1
189;1;192;151;land;false;plains;1
191;1;192;195;land;false;mountain;1
191;1;195;11;land;false;forest;1
192;1;195;161;land;true;mountain;1
193;1;198;75;land;false;forest;1
194;1;198;181;land;false;forest;1
195;1;211;41;land;true;forest;1
196;1;211;145;land;false;plains;1
